date,location,item,opening_stock,received,issued,closing_stock,lead_time_days,criticality,supplier
2025-07-03,Hospital B,Flour,64,12,8,68,2,Medium,Supplier X
2025-07-03,Warehouse C,Paracetamol,71,9,53,27,3,High,Supplier X
2025-07-03,Warehouse C,Amoxicillin,142,13,104,51,4,High,Supplier X
2025-07-03,Warehouse C,Rice,156,41,12,185,6,Medium,Supplier Y
2025-07-03,Warehouse C,Flour,52,14,41,25,6,Medium,Supplier Y
2025-07-04,Hospital A,Paracetamol,181,30,100,111,6,High,Supplier X
2025-07-04,Hospital A,Amoxicillin,169,26,108,87,3,High,Supplier X
2025-07-04,Hospital A,Rice,128,45,160,13,2,Medium,Supplier Y
2025-07-04,Hospital A,Flour,86,25,20,91,6,Medium,Supplier Y
2025-07-04,Hospital B,Paracetamol,87,9,0,96,3,High,Supplier Y
2025-07-04,Hospital B,Amoxicillin,117,28,68,77,5,High,Supplier X
2025-07-04,Hospital B,Rice,67,28,92,3,5,Medium,Supplier Y
2025-07-04,Hospital B,Flour,183,0,155,28,6,Medium,Supplier Y
2025-07-04,Warehouse C,Paracetamol,61,41,48,54,3,High,Supplier Y
2025-07-04,Warehouse C,Amoxicillin,55,38,54,39,5,High,Supplier Y
2025-07-04,Warehouse C,Rice,100,10,60,50,2,Medium,Supplier Y
2025-07-04,Warehouse C,Flour,171,47,159,59,6,Medium,Supplier Y
2025-07-05,Hospital A,Paracetamol,62,24,73,13,2,High,Supplier X
2025-07-05,Hospital A,Amoxicillin,120,35,19,136,2,High,Supplier Y
2025-07-05,Hospital A,Rice,131,39,168,2,3,Medium,Supplier X
2025-07-05,Hospital A,Flour,99,45,140,4,6,Medium,Supplier Y
2025-07-05,Hospital B,Paracetamol,182,15,135,62,2,High,Supplier X
2025-07-05,Hospital B,Amoxicillin,127,32,85,74,6,High,Supplier Y
2025-07-05,Hospital B,Rice,117,36,42,111,6,Medium,Supplier Y
2025-07-05,Hospital B,Flour,152,45,48,149,3,Medium,Supplier Y
2025-07-05,Warehouse C,Paracetamol,64,15,35,44,6,High,Supplier X
2025-07-05,Warehouse C,Amoxicillin,121,18,8,131,5,High,Supplier Y
2025-07-05,Warehouse C,Rice,84,42,32,94,6,Medium,Supplier X
2025-07-05,Warehouse C,Flour,57,32,1,88,6,Medium,Supplier X
2025-07-06,Hospital A,Paracetamol,177,48,67,158,6,High,Supplier X
2025-07-06,Hospital A,Amoxicillin,81,1,42,40,6,High,Supplier X
2025-07-06,Hospital A,Rice,73,7,41,39,6,Medium,Supplier X
2025-07-06,Hospital A,Flour,159,11,39,131,5,Medium,Supplier Y
2025-07-06,Hospital B,Paracetamol,181,2,148,35,2,High,Supplier Y
2025-07-06,Hospital B,Amoxicillin,72,23,12,83,2,High,Supplier Y
2025-07-06,Hospital B,Rice,137,10,51,96,2,Medium,Supplier X
2025-07-06,Hospital B,Flour,137,40,34,143,3,Medium,Supplier X
2025-07-06,Warehouse C,Paracetamol,181,31,37,175,4,High,Supplier Y
2025-07-06,Warehouse C,Amoxicillin,111,49,122,38,3,High,Supplier Y
2025-07-06,Warehouse C,Rice,121,15,134,2,4,Medium,Supplier X
2025-07-06,Warehouse C,Flour,101,42,29,114,6,Medium,Supplier X
2025-07-07,Hospital A,Paracetamol,181,39,91,129,2,High,Supplier X
2025-07-07,Hospital A,Amoxicillin,100,31,41,90,2,High,Supplier Y
2025-07-07,Hospital A,Rice,171,25,135,61,2,Medium,Supplier Y
2025-07-07,Hospital A,Flour,100,1,71,30,2,Medium,Supplier X
2025-07-07,Hospital B,Paracetamol,121,26,15,132,2,High,Supplier X
2025-07-07,Hospital B,Amoxicillin,196,1,151,46,3,High,Supplier X
2025-07-07,Hospital B,Rice,104,13,105,12,4,Medium,Supplier X
2025-07-07,Hospital B,Flour,127,13,128,12,3,Medium,Supplier Y
2025-07-07,Warehouse C,Paracetamol,184,21,202,3,5,High,Supplier X
2025-07-07,Warehouse C,Amoxicillin,134,35,104,65,6,High,Supplier Y
2025-07-07,Warehouse C,Rice,98,26,123,1,5,Medium,Supplier Y
2025-07-07,Warehouse C,Flour,186,27,31,182,3,Medium,Supplier Y
2025-07-08,Hospital A,Paracetamol,124,43,117,50,3,High,Supplier Y
2025-07-08,Hospital A,Amoxicillin,124,5,41,88,2,High,Supplier X
2025-07-08,Hospital A,Rice,108,33,105,36,4,Medium,Supplier X
2025-07-08,Hospital A,Flour,89,4,44,49,4,Medium,Supplier Y
2025-07-08,Hospital B,Paracetamol,99,23,119,3,4,High,Supplier Y
2025-07-08,Hospital B,Amoxicillin,151,24,24,151,3,High,Supplier X
2025-07-08,Hospital B,Rice,86,34,87,33,6,Medium,Supplier X
2025-07-08,Hospital B,Flour,156,13,77,92,4,Medium,Supplier X
2025-07-08,Warehouse C,Paracetamol,176,30,57,149,5,High,Supplier Y
2025-07-08,Warehouse C,Amoxicillin,72,34,44,62,3,High,Supplier X
2025-07-08,Warehouse C,Rice,186,36,33,189,3,Medium,Supplier Y
2025-07-08,Warehouse C,Flour,198,6,130,74,4,Medium,Supplier Y
2025-07-09,Hospital A,Paracetamol,76,33,51,58,4,High,Supplier Y
2025-07-09,Hospital A,Amoxicillin,52,4,34,22,4,High,Supplier Y
2025-07-09,Hospital A,Rice,177,42,117,102,4,Medium,Supplier X
2025-07-09,Hospital A,Flour,76,25,97,4,6,Medium,Supplier X
2025-07-09,Hospital B,Paracetamol,150,15,132,33,4,High,Supplier X
2025-07-09,Hospital B,Amoxicillin,156,38,19,175,2,High,Supplier Y
2025-07-09,Hospital B,Rice,184,48,130,102,3,Medium,Supplier X
2025-07-09,Hospital B,Flour,57,34,75,16,2,Medium,Supplier X
2025-07-09,Warehouse C,Paracetamol,172,49,149,72,2,High,Supplier X
2025-07-09,Warehouse C,Amoxicillin,132,24,8,148,5,High,Supplier Y
2025-07-09,Warehouse C,Rice,70,4,58,16,5,Medium,Supplier Y
2025-07-09,Warehouse C,Flour,103,33,127,9,6,Medium,Supplier Y
2025-07-10,Hospital A,Paracetamol,139,29,84,84,5,High,Supplier Y
2025-07-10,Hospital A,Amoxicillin,74,40,2,112,3,High,Supplier X
2025-07-10,Hospital A,Rice,164,25,31,158,5,Medium,Supplier X
2025-07-10,Hospital A,Flour,144,23,121,46,5,Medium,Supplier Y
2025-07-10,Hospital B,Paracetamol,199,41,211,29,6,High,Supplier X
2025-07-10,Hospital B,Amoxicillin,134,10,93,51,4,High,Supplier Y
2025-07-10,Hospital B,Rice,198,18,141,75,6,Medium,Supplier X
2025-07-10,Hospital B,Flour,58,1,7,52,2,Medium,Supplier X
2025-07-10,Warehouse C,Paracetamol,93,23,13,103,2,High,Supplier X
2025-07-10,Warehouse C,Amoxicillin,184,41,42,183,6,High,Supplier Y
2025-07-10,Warehouse C,Rice,190,41,159,72,4,Medium,Supplier Y
2025-07-10,Warehouse C,Flour,187,30,86,131,5,Medium,Supplier X
2025-07-11,Hospital A,Paracetamol,73,34,20,87,4,High,Supplier X
2025-07-11,Hospital A,Amoxicillin,148,25,93,80,3,High,Supplier Y
2025-07-11,Hospital A,Rice,120,11,118,13,4,Medium,Supplier X
2025-07-11,Hospital A,Flour,197,37,203,31,4,Medium,Supplier X
2025-07-11,Hospital B,Paracetamol,85,35,7,113,4,High,Supplier Y
2025-07-11,Hospital B,Amoxicillin,56,37,39,54,2,High,Supplier X
2025-07-11,Hospital B,Rice,150,10,71,89,6,Medium,Supplier Y
2025-07-11,Hospital B,Flour,184,24,128,80,6,Medium,Supplier X
2025-07-11,Warehouse C,Paracetamol,125,36,149,12,5,High,Supplier Y
2025-07-11,Warehouse C,Amoxicillin,184,39,213,10,5,High,Supplier X
2025-07-11,Warehouse C,Rice,62,17,0,79,2,Medium,Supplier X
2025-07-11,Warehouse C,Flour,199,38,232,5,5,Medium,Supplier Y
2025-07-12,Hospital A,Paracetamol,102,16,19,99,2,High,Supplier X
2025-07-12,Hospital A,Amoxicillin,110,6,73,43,2,High,Supplier Y
2025-07-12,Hospital A,Rice,82,44,109,17,3,Medium,Supplier X
2025-07-12,Hospital A,Flour,66,6,70,2,4,Medium,Supplier Y
2025-07-12,Hospital B,Paracetamol,197,38,111,124,6,High,Supplier Y
2025-07-12,Hospital B,Amoxicillin,198,3,68,133,6,High,Supplier X
2025-07-12,Hospital B,Rice,50,48,62,36,6,Medium,Supplier Y
2025-07-12,Hospital B,Flour,131,23,79,75,2,Medium,Supplier X
2025-07-12,Warehouse C,Paracetamol,196,20,34,182,4,High,Supplier X
2025-07-12,Warehouse C,Amoxicillin,178,21,195,4,6,High,Supplier X
2025-07-12,Warehouse C,Rice,148,21,129,40,6,Medium,Supplier X
2025-07-12,Warehouse C,Flour,66,46,86,26,4,Medium,Supplier Y
2025-07-13,Hospital A,Paracetamol,78,5,76,7,6,High,Supplier X
2025-07-13,Hospital A,Amoxicillin,144,48,136,56,6,High,Supplier Y
2025-07-13,Hospital A,Rice,190,30,71,149,4,Medium,Supplier X
2025-07-13,Hospital A,Flour,136,40,66,110,3,Medium,Supplier X
2025-07-13,Hospital B,Paracetamol,77,23,70,30,6,High,Supplier X
2025-07-13,Hospital B,Amoxicillin,151,27,83,95,5,High,Supplier X
2025-07-13,Hospital B,Rice,88,37,12,113,6,Medium,Supplier X
2025-07-13,Hospital B,Flour,183,47,218,12,2,Medium,Supplier Y
2025-07-13,Warehouse C,Paracetamol,82,13,18,77,6,High,Supplier X
2025-07-13,Warehouse C,Amoxicillin,106,38,110,34,6,High,Supplier X
2025-07-13,Warehouse C,Rice,175,46,203,18,2,Medium,Supplier X
2025-07-13,Warehouse C,Flour,133,49,119,63,2,Medium,Supplier X
2025-07-14,Hospital A,Paracetamol,74,19,55,38,4,High,Supplier X
2025-07-14,Hospital A,Amoxicillin,199,11,8,202,2,High,Supplier X
2025-07-14,Hospital A,Rice,59,31,42,48,2,Medium,Supplier X
2025-07-14,Hospital A,Flour,109,46,119,36,5,Medium,Supplier X
2025-07-14,Hospital B,Paracetamol,136,27,149,14,3,High,Supplier X
2025-07-14,Hospital B,Amoxicillin,138,9,17,130,5,High,Supplier X
2025-07-14,Hospital B,Rice,90,27,76,41,5,Medium,Supplier Y
2025-07-14,Hospital B,Flour,66,35,93,8,4,Medium,Supplier X
2025-07-14,Warehouse C,Paracetamol,51,43,58,36,2,High,Supplier Y
2025-07-14,Warehouse C,Amoxicillin,103,38,124,17,6,High,Supplier Y
2025-07-14,Warehouse C,Rice,75,45,2,118,2,Medium,Supplier X
2025-07-14,Warehouse C,Flour,99,16,23,92,4,Medium,Supplier Y
2025-07-15,Hospital A,Paracetamol,166,37,57,146,3,High,Supplier Y
2025-07-15,Hospital A,Amoxicillin,185,14,70,129,2,High,Supplier Y
2025-07-15,Hospital A,Rice,167,18,109,76,6,Medium,Supplier X
2025-07-15,Hospital A,Flour,79,2,80,1,6,Medium,Supplier Y
2025-07-15,Hospital B,Paracetamol,56,35,82,9,6,High,Supplier X
2025-07-15,Hospital B,Amoxicillin,179,15,90,104,6,High,Supplier Y
2025-07-15,Hospital B,Rice,124,15,47,92,2,Medium,Supplier X
2025-07-15,Hospital B,Flour,157,33,55,135,5,Medium,Supplier Y
2025-07-15,Warehouse C,Paracetamol,107,0,63,44,2,High,Supplier X
2025-07-15,Warehouse C,Amoxicillin,111,1,92,20,2,High,Supplier X
2025-07-15,Warehouse C,Rice,99,8,68,39,4,Medium,Supplier X
2025-07-15,Warehouse C,Flour,78,42,36,84,3,Medium,Supplier X
2025-07-16,Hospital A,Paracetamol,91,41,2,130,4,High,Supplier X
2025-07-16,Hospital A,Amoxicillin,91,34,111,14,3,High,Supplier X
2025-07-16,Hospital A,Rice,124,42,14,152,5,Medium,Supplier Y
2025-07-16,Hospital A,Flour,182,43,22,203,3,Medium,Supplier X
2025-07-16,Hospital B,Paracetamol,94,43,47,90,2,High,Supplier Y
2025-07-16,Hospital B,Amoxicillin,138,0,78,60,6,High,Supplier Y
2025-07-16,Hospital B,Rice,141,8,8,141,3,Medium,Supplier X
2025-07-16,Hospital B,Flour,132,25,87,70,6,Medium,Supplier X
2025-07-16,Warehouse C,Paracetamol,142,5,51,96,5,High,Supplier Y
2025-07-16,Warehouse C,Amoxicillin,83,31,82,32,2,High,Supplier Y
2025-07-16,Warehouse C,Rice,61,33,16,78,3,Medium,Supplier Y
2025-07-16,Warehouse C,Flour,194,14,109,99,6,Medium,Supplier X
2025-07-17,Hospital A,Paracetamol,130,45,36,139,2,High,Supplier X
2025-07-17,Hospital A,Amoxicillin,196,17,172,41,6,High,Supplier X
2025-07-17,Hospital A,Rice,54,36,63,27,6,Medium,Supplier X
2025-07-17,Hospital A,Flour,86,5,16,75,5,Medium,Supplier X
2025-07-17,Hospital B,Paracetamol,98,1,79,20,6,High,Supplier Y
2025-07-17,Hospital B,Amoxicillin,51,22,44,29,6,High,Supplier Y
2025-07-17,Hospital B,Rice,70,29,68,31,6,Medium,Supplier Y
2025-07-17,Hospital B,Flour,69,36,65,40,3,Medium,Supplier Y
2025-07-17,Warehouse C,Paracetamol,178,45,8,215,4,High,Supplier X
2025-07-17,Warehouse C,Amoxicillin,121,1,106,16,6,High,Supplier Y
2025-07-17,Warehouse C,Rice,184,5,36,153,6,Medium,Supplier X
2025-07-17,Warehouse C,Flour,177,20,174,23,2,Medium,Supplier Y
2025-07-18,Hospital A,Paracetamol,71,3,5,69,5,High,Supplier Y
2025-07-18,Hospital A,Amoxicillin,120,2,101,21,6,High,Supplier Y
2025-07-18,Hospital A,Rice,177,30,148,59,2,Medium,Supplier Y
2025-07-18,Hospital A,Flour,111,43,66,88,4,Medium,Supplier X
2025-07-18,Hospital B,Paracetamol,81,0,60,21,3,High,Supplier X
2025-07-18,Hospital B,Amoxicillin,124,28,2,150,3,High,Supplier Y
2025-07-18,Hospital B,Rice,108,1,19,90,6,Medium,Supplier Y
2025-07-18,Hospital B,Flour,64,31,88,7,6,Medium,Supplier X
2025-07-18,Warehouse C,Paracetamol,159,0,78,81,2,High,Supplier X
2025-07-18,Warehouse C,Amoxicillin,148,3,83,68,6,High,Supplier Y
2025-07-18,Warehouse C,Rice,74,13,31,56,3,Medium,Supplier X
2025-07-18,Warehouse C,Flour,118,27,134,11,3,Medium,Supplier X
2025-07-19,Hospital A,Paracetamol,152,48,140,60,4,High,Supplier X
2025-07-19,Hospital A,Amoxicillin,149,14,111,52,5,High,Supplier X
2025-07-19,Hospital A,Rice,191,11,164,38,6,Medium,Supplier Y
2025-07-19,Hospital A,Flour,120,14,123,11,3,Medium,Supplier Y
2025-07-19,Hospital B,Paracetamol,146,34,114,66,4,High,Supplier X
2025-07-19,Hospital B,Amoxicillin,171,34,93,112,3,High,Supplier X
2025-07-19,Hospital B,Rice,111,27,5,133,2,Medium,Supplier Y
2025-07-19,Hospital B,Flour,53,16,59,10,5,Medium,Supplier Y
2025-07-19,Warehouse C,Paracetamol,82,32,72,42,6,High,Supplier Y
2025-07-19,Warehouse C,Amoxicillin,95,7,85,17,3,High,Supplier Y
2025-07-19,Warehouse C,Rice,198,36,18,216,5,Medium,Supplier X
2025-07-19,Warehouse C,Flour,124,44,42,126,6,Medium,Supplier Y
2025-07-20,Hospital A,Paracetamol,59,0,14,45,4,High,Supplier X
2025-07-20,Hospital A,Amoxicillin,66,31,47,50,5,High,Supplier X
2025-07-20,Hospital A,Rice,155,37,84,108,2,Medium,Supplier X
2025-07-20,Hospital A,Flour,106,2,76,32,6,Medium,Supplier X
2025-07-20,Hospital B,Paracetamol,178,48,97,129,2,High,Supplier X
2025-07-20,Hospital B,Amoxicillin,57,21,65,13,3,High,Supplier X
2025-07-20,Hospital B,Rice,180,29,61,148,4,Medium,Supplier X
2025-07-20,Hospital B,Flour,111,25,42,94,4,Medium,Supplier X
2025-07-20,Warehouse C,Paracetamol,121,40,82,79,4,High,Supplier Y
2025-07-20,Warehouse C,Amoxicillin,125,2,57,70,2,High,Supplier X
2025-07-20,Warehouse C,Rice,73,1,70,4,5,Medium,Supplier Y
2025-07-20,Warehouse C,Flour,64,19,69,14,6,Medium,Supplier X
2025-07-21,Hospital A,Paracetamol,177,39,54,162,3,High,Supplier Y
2025-07-21,Hospital A,Amoxicillin,56,7,41,22,5,High,Supplier Y
2025-07-21,Hospital A,Rice,70,20,14,76,4,Medium,Supplier Y
2025-07-21,Hospital A,Flour,125,30,39,116,3,Medium,Supplier X
2025-07-21,Hospital B,Paracetamol,127,35,46,116,3,High,Supplier X
2025-07-21,Hospital B,Amoxicillin,119,44,115,48,3,High,Supplier X
2025-07-21,Hospital B,Rice,165,30,193,2,5,Medium,Supplier X
2025-07-21,Hospital B,Flour,132,49,143,38,5,Medium,Supplier X
2025-07-21,Warehouse C,Paracetamol,164,39,66,137,4,High,Supplier Y
2025-07-21,Warehouse C,Amoxicillin,108,30,69,69,4,High,Supplier Y
2025-07-21,Warehouse C,Rice,115,39,4,150,5,Medium,Supplier Y
2025-07-21,Warehouse C,Flour,99,27,84,42,3,Medium,Supplier Y
2025-07-22,Hospital A,Paracetamol,109,31,95,45,6,High,Supplier X
2025-07-22,Hospital A,Amoxicillin,131,35,133,33,5,High,Supplier Y
2025-07-22,Hospital A,Rice,156,13,147,22,6,Medium,Supplier Y
2025-07-22,Hospital A,Flour,107,15,46,76,3,Medium,Supplier X
2025-07-22,Hospital B,Paracetamol,147,47,29,165,2,High,Supplier Y
2025-07-22,Hospital B,Amoxicillin,55,21,7,69,6,High,Supplier X
2025-07-22,Hospital B,Rice,76,19,25,70,5,Medium,Supplier Y
2025-07-22,Hospital B,Flour,98,38,117,19,2,Medium,Supplier Y
2025-07-22,Warehouse C,Paracetamol,106,17,60,63,2,High,Supplier X
2025-07-22,Warehouse C,Amoxicillin,125,12,63,74,4,High,Supplier Y
2025-07-22,Warehouse C,Rice,103,27,78,52,3,Medium,Supplier Y
2025-07-22,Warehouse C,Flour,127,37,67,97,2,Medium,Supplier X
2025-07-23,Hospital A,Paracetamol,78,43,9,112,6,High,Supplier X
2025-07-23,Hospital A,Amoxicillin,72,38,58,52,5,High,Supplier X
2025-07-23,Hospital A,Rice,85,38,96,27,6,Medium,Supplier Y
2025-07-23,Hospital A,Flour,128,26,100,54,2,Medium,Supplier X
2025-07-23,Hospital B,Paracetamol,188,20,202,6,5,High,Supplier Y
2025-07-23,Hospital B,Amoxicillin,128,19,24,123,6,High,Supplier Y
2025-07-23,Hospital B,Rice,149,16,71,94,3,Medium,Supplier Y
2025-07-23,Hospital B,Flour,96,30,31,95,3,Medium,Supplier X
2025-07-23,Warehouse C,Paracetamol,108,9,50,67,5,High,Supplier Y
2025-07-23,Warehouse C,Amoxicillin,128,37,24,141,5,High,Supplier Y
2025-07-23,Warehouse C,Rice,106,6,65,47,4,Medium,Supplier X
2025-07-23,Warehouse C,Flour,176,44,141,79,6,Medium,Supplier X
2025-07-24,Hospital A,Paracetamol,116,24,129,11,6,High,Supplier X
2025-07-24,Hospital A,Amoxicillin,50,32,54,28,4,High,Supplier Y
2025-07-24,Hospital A,Rice,61,14,26,49,6,Medium,Supplier X
2025-07-24,Hospital A,Flour,197,11,127,81,5,Medium,Supplier Y
2025-07-24,Hospital B,Paracetamol,161,46,9,198,2,High,Supplier X
2025-07-24,Hospital B,Amoxicillin,50,25,41,34,4,High,Supplier X
2025-07-24,Hospital B,Rice,55,26,75,6,5,Medium,Supplier X
2025-07-24,Hospital B,Flour,88,2,83,7,2,Medium,Supplier Y
2025-07-24,Warehouse C,Paracetamol,111,48,105,54,6,High,Supplier Y
2025-07-24,Warehouse C,Amoxicillin,79,7,39,47,3,High,Supplier Y
2025-07-24,Warehouse C,Rice,50,9,2,57,5,Medium,Supplier Y
2025-07-24,Warehouse C,Flour,149,49,41,157,4,Medium,Supplier X
2025-07-25,Hospital A,Paracetamol,94,30,4,120,4,High,Supplier Y
2025-07-25,Hospital A,Amoxicillin,136,36,18,154,2,High,Supplier X
2025-07-25,Hospital A,Rice,83,36,72,47,5,Medium,Supplier X
2025-07-25,Hospital A,Flour,75,39,55,59,4,Medium,Supplier Y
2025-07-25,Hospital B,Paracetamol,123,48,100,71,5,High,Supplier Y
2025-07-25,Hospital B,Amoxicillin,60,1,58,3,4,High,Supplier Y
2025-07-25,Hospital B,Rice,64,19,10,73,4,Medium,Supplier X
2025-07-25,Hospital B,Flour,93,34,6,121,2,Medium,Supplier X
2025-07-25,Warehouse C,Paracetamol,85,9,44,50,3,High,Supplier Y
2025-07-25,Warehouse C,Amoxicillin,55,8,62,1,2,High,Supplier Y
2025-07-25,Warehouse C,Rice,168,0,98,70,5,Medium,Supplier Y
2025-07-25,Warehouse C,Flour,122,29,94,57,3,Medium,Supplier X
2025-07-26,Hospital A,Paracetamol,103,22,4,121,3,High,Supplier Y
2025-07-26,Hospital A,Amoxicillin,75,46,110,11,3,High,Supplier Y
2025-07-26,Hospital A,Rice,136,21,47,110,3,Medium,Supplier X
2025-07-26,Hospital A,Flour,105,12,88,29,6,Medium,Supplier X
2025-07-26,Hospital B,Paracetamol,146,15,85,76,3,High,Supplier Y
2025-07-26,Hospital B,Amoxicillin,85,48,43,90,6,High,Supplier Y
2025-07-26,Hospital B,Rice,195,7,195,7,3,Medium,Supplier X
2025-07-26,Hospital B,Flour,63,33,13,83,5,Medium,Supplier X
2025-07-26,Warehouse C,Paracetamol,62,12,72,2,3,High,Supplier Y
2025-07-26,Warehouse C,Amoxicillin,167,26,99,94,4,High,Supplier Y
2025-07-26,Warehouse C,Rice,162,13,78,97,5,Medium,Supplier Y
2025-07-26,Warehouse C,Flour,150,34,74,110,4,Medium,Supplier X
2025-07-27,Hospital A,Paracetamol,124,46,122,48,6,High,Supplier X
2025-07-27,Hospital A,Amoxicillin,87,13,25,75,6,High,Supplier Y
2025-07-27,Hospital A,Rice,183,15,53,145,4,Medium,Supplier Y
2025-07-27,Hospital A,Flour,131,25,49,107,5,Medium,Supplier X
2025-07-27,Hospital B,Paracetamol,170,29,136,63,5,High,Supplier Y
2025-07-27,Hospital B,Amoxicillin,66,0,53,13,3,High,Supplier X
2025-07-27,Hospital B,Rice,100,49,93,56,5,Medium,Supplier Y
2025-07-27,Hospital B,Flour,180,26,42,164,6,Medium,Supplier Y
2025-07-27,Warehouse C,Paracetamol,53,48,100,1,2,High,Supplier Y
2025-07-27,Warehouse C,Amoxicillin,137,31,39,129,2,High,Supplier Y
2025-07-27,Warehouse C,Rice,60,8,66,2,4,Medium,Supplier Y
2025-07-27,Warehouse C,Flour,149,42,182,9,5,Medium,Supplier Y
2025-07-28,Hospital A,Paracetamol,173,46,9,210,6,High,Supplier X
2025-07-28,Hospital A,Amoxicillin,51,30,62,19,6,High,Supplier X
2025-07-28,Hospital A,Rice,57,0,6,51,3,Medium,Supplier X
2025-07-28,Hospital A,Flour,88,17,35,70,6,Medium,Supplier X
2025-07-28,Hospital B,Paracetamol,77,15,73,19,2,High,Supplier X
2025-07-28,Hospital B,Amoxicillin,187,42,168,61,6,High,Supplier X
2025-07-28,Hospital B,Rice,52,3,18,37,3,Medium,Supplier X
2025-07-28,Hospital B,Flour,157,42,137,62,4,Medium,Supplier Y
2025-07-28,Warehouse C,Paracetamol,165,49,203,11,6,High,Supplier Y
2025-07-28,Warehouse C,Amoxicillin,97,11,102,6,6,High,Supplier X
2025-07-28,Warehouse C,Rice,161,48,96,113,4,Medium,Supplier X
2025-07-28,Warehouse C,Flour,170,14,81,103,6,Medium,Supplier X
2025-07-29,Hospital A,Paracetamol,192,36,188,40,2,High,Supplier X
2025-07-29,Hospital A,Amoxicillin,116,30,19,127,2,High,Supplier Y
2025-07-29,Hospital A,Rice,53,20,15,58,4,Medium,Supplier Y
2025-07-29,Hospital A,Flour,180,29,28,181,5,Medium,Supplier Y
2025-07-29,Hospital B,Paracetamol,189,13,22,180,3,High,Supplier Y
2025-07-29,Hospital B,Amoxicillin,87,39,72,54,6,High,Supplier Y
2025-07-29,Hospital B,Rice,121,21,15,127,5,Medium,Supplier X
2025-07-29,Hospital B,Flour,181,45,33,193,2,Medium,Supplier Y
2025-07-29,Warehouse C,Paracetamol,162,18,50,130,3,High,Supplier X
2025-07-29,Warehouse C,Amoxicillin,128,29,141,16,2,High,Supplier Y
2025-07-29,Warehouse C,Rice,169,37,135,71,5,Medium,Supplier X
2025-07-29,Warehouse C,Flour,79,18,52,45,3,Medium,Supplier Y
2025-07-30,Hospital A,Paracetamol,127,32,14,145,2,High,Supplier Y
2025-07-30,Hospital A,Amoxicillin,115,37,106,46,3,High,Supplier X
2025-07-30,Hospital A,Rice,85,18,80,23,5,Medium,Supplier X
2025-07-30,Hospital A,Flour,195,13,159,49,6,Medium,Supplier Y
2025-07-30,Hospital B,Paracetamol,52,35,2,85,6,High,Supplier X
2025-07-30,Hospital B,Amoxicillin,98,10,101,7,3,High,Supplier Y
2025-07-30,Hospital B,Rice,91,28,109,10,3,Medium,Supplier X
2025-07-30,Hospital B,Flour,70,29,29,70,6,Medium,Supplier Y
2025-07-30,Warehouse C,Paracetamol,58,22,53,27,6,High,Supplier X
2025-07-30,Warehouse C,Amoxicillin,76,33,54,55,4,High,Supplier Y
2025-07-30,Warehouse C,Rice,83,2,15,70,3,Medium,Supplier X
2025-07-30,Warehouse C,Flour,143,38,15,166,5,Medium,Supplier Y
2025-07-31,Hospital A,Paracetamol,136,49,41,144,6,High,Supplier X
2025-07-31,Hospital A,Amoxicillin,136,48,35,149,3,High,Supplier Y
2025-07-31,Hospital A,Rice,180,34,146,68,6,Medium,Supplier X
2025-07-31,Hospital A,Flour,85,28,84,29,5,Medium,Supplier Y
2025-07-31,Hospital B,Paracetamol,79,41,29,91,6,High,Supplier Y
2025-07-31,Hospital B,Amoxicillin,137,34,128,43,2,High,Supplier Y
2025-07-31,Hospital B,Rice,68,4,28,44,4,Medium,Supplier X
2025-07-31,Hospital B,Flour,72,43,79,36,6,Medium,Supplier Y
2025-07-31,Warehouse C,Paracetamol,170,13,41,142,4,High,Supplier Y
2025-07-31,Warehouse C,Amoxicillin,115,5,26,94,4,High,Supplier X
2025-07-31,Warehouse C,Rice,143,2,41,104,4,Medium,Supplier X
2025-07-31,Warehouse C,Flour,50,49,61,38,6,Medium,Supplier X
2025-08-01,Hospital A,Paracetamol,144,6,124,26,6,High,Supplier X
2025-08-01,Hospital A,Amoxicillin,109,15,29,95,4,High,Supplier Y
2025-08-01,Hospital A,Rice,120,19,79,60,6,Medium,Supplier X
2025-08-01,Hospital A,Flour,173,31,168,36,3,Medium,Supplier X
2025-08-01,Hospital B,Paracetamol,99,48,53,94,5,High,Supplier X
2025-08-01,Hospital B,Amoxicillin,137,29,156,10,2,High,Supplier X
2025-08-01,Hospital B,Rice,105,39,95,49,4,Medium,Supplier Y
2025-08-01,Hospital B,Flour,185,5,106,84,2,Medium,Supplier Y
2025-08-01,Warehouse C,Paracetamol,138,9,32,115,6,High,Supplier Y
2025-08-01,Warehouse C,Amoxicillin,103,40,42,101,2,High,Supplier X
2025-08-01,Warehouse C,Rice,141,22,153,10,5,Medium,Supplier X
2025-08-01,Warehouse C,Flour,105,49,79,75,3,Medium,Supplier X
2025-08-02,Hospital A,Paracetamol,152,28,2,178,5,High,Supplier X
2025-08-02,Hospital A,Amoxicillin,68,33,50,51,2,High,Supplier Y
2025-08-02,Hospital A,Rice,114,14,44,84,2,Medium,Supplier X
2025-08-02,Hospital A,Flour,188,45,52,181,5,Medium,Supplier X
2025-08-02,Hospital B,Paracetamol,111,27,34,104,2,High,Supplier X
2025-08-02,Hospital B,Amoxicillin,186,18,14,190,4,High,Supplier X
2025-08-02,Hospital B,Rice,121,45,101,65,5,Medium,Supplier X
2025-08-02,Hospital B,Flour,182,38,68,152,4,Medium,Supplier Y
2025-08-02,Warehouse C,Paracetamol,157,4,82,79,4,High,Supplier Y
