brand_name,generic_name,manufacturer,therapeutic_class,price,final_price,availability_status,rating,num_reviews
BioTrust,Atorvastatin,Global Remedies,Antacid,503.61,503.61,Limited,4.2,186
BioTrust,Omeprazole,Nova Life,Antihypertensive,1558.61,1324.82,Limited,2.6,96
LifeCare,Paracetamol,Sun Healthcare,Antibiotic,1514.17,1211.34,Out of stock,3.9,304
Medix,Atorvastatin,ABC Pharma,Antidiabetic,583.0,524.7,Out of stock,3.5,58
LifeCare,Paracetamol,Nova Life,Antacid,322.57,258.06,In stock,3.4,109
PharmaOne,Amoxicillin,Medicare Ltd,Antihypertensive,208.3,166.64,Out of stock,3.4,242
BioTrust,Amoxicillin,Global Remedies,Antihypertensive,1704.64,1363.71,Limited,3.0,111
Medix,Amoxicillin,ABC Pharma,Analgesic,1213.58,1152.9,Limited,4.7,220
LifeCare,Atorvastatin,Global Remedies,Antihypertensive,165.31,140.51,Limited,4.8,78
LifeCare,Paracetamol,Global Remedies,Analgesic,1704.51,1704.51,Out of stock,4.0,308
HealPlus,Amoxicillin,ABC Pharma,Antihypertensive,948.71,806.4,Out of stock,4.8,26
Medix,Atorvastatin,Sun Healthcare,Antidiabetic,1894.53,1515.62,Limited,4.8,184
HealPlus,Atorvastatin,Sun Healthcare,Antihypertensive,786.06,707.45,Out of stock,5.0,238
PharmaOne,Paracetamol,Global Remedies,Antihypertensive,1387.13,1248.42,Out of stock,5.0,439
HealPlus,Atorvastatin,Global Remedies,Antacid,1373.47,1167.45,Limited,3.0,157
PharmaOne,Metformin,ABC Pharma,Analgesic,458.49,366.79,Limited,2.7,447
Medix,Atorvastatin,Medicare Ltd,Antacid,158.19,126.55,In stock,3.3,203
PharmaOne,Omeprazole,ABC Pharma,Antibiotic,531.02,451.37,Out of stock,4.1,381
LifeCare,Amoxicillin,Nova Life,Antibiotic,335.0,335.0,In stock,3.4,319
BioTrust,Amoxicillin,ABC Pharma,Antidiabetic,138.54,110.83,Limited,2.6,343
LifeCare,Metformin,Medicare Ltd,Antidiabetic,1744.03,1482.43,Limited,4.3,57
LifeCare,Amoxicillin,Global Remedies,Antidiabetic,427.46,341.97,Out of stock,4.1,124
BioTrust,Paracetamol,Nova Life,Antihypertensive,1450.32,1305.29,In stock,3.2,488
PharmaOne,Metformin,Nova Life,Antihypertensive,633.57,506.86,Limited,2.9,185
LifeCare,Atorvastatin,Sun Healthcare,Antidiabetic,116.74,99.23,Limited,4.6,171
PharmaOne,Omeprazole,ABC Pharma,Antihypertensive,1571.09,1571.09,In stock,4.0,140
Medix,Amoxicillin,Medicare Ltd,Antibiotic,1892.67,1798.04,Limited,2.7,256
BioTrust,Atorvastatin,Nova Life,Antidiabetic,465.03,395.28,Limited,3.1,69
Medix,Metformin,Medicare Ltd,Antibiotic,764.03,725.83,Limited,2.6,87
PharmaOne,Paracetamol,ABC Pharma,Antidiabetic,398.59,378.66,In stock,3.8,238
BioTrust,Amoxicillin,ABC Pharma,Analgesic,1466.61,1466.61,Limited,3.2,47
LifeCare,Amoxicillin,Global Remedies,Antihypertensive,1145.85,1145.85,Limited,4.3,304
HealPlus,Atorvastatin,Nova Life,Antibiotic,489.17,415.79,Out of stock,2.6,85
Medix,Amoxicillin,Nova Life,Analgesic,114.43,97.27,Limited,4.0,240
BioTrust,Amoxicillin,Global Remedies,Antacid,172.86,172.86,Out of stock,3.9,367
BioTrust,Metformin,ABC Pharma,Analgesic,1158.97,927.18,Limited,4.7,351
LifeCare,Amoxicillin,Nova Life,Antibiotic,1494.99,1494.99,Limited,3.2,64
Medix,Atorvastatin,ABC Pharma,Analgesic,364.63,309.94,In stock,4.0,444
BioTrust,Amoxicillin,Nova Life,Antibiotic,545.51,463.68,In stock,3.4,252
BioTrust,Paracetamol,Sun Healthcare,Antibiotic,258.43,232.59,Limited,4.4,81
HealPlus,Omeprazole,ABC Pharma,Analgesic,988.3,889.47,Limited,2.7,432
Medix,Atorvastatin,Nova Life,Antihypertensive,312.31,312.31,Limited,4.3,161
LifeCare,Amoxicillin,ABC Pharma,Antacid,902.52,812.27,In stock,2.9,471
Medix,Paracetamol,Sun Healthcare,Antibiotic,1565.68,1409.11,Out of stock,4.5,452
LifeCare,Atorvastatin,ABC Pharma,Analgesic,1934.02,1643.92,In stock,4.5,264
HealPlus,Omeprazole,Sun Healthcare,Analgesic,634.98,634.98,Out of stock,3.1,302
Medix,Metformin,Global Remedies,Antidiabetic,1212.86,1030.93,In stock,3.5,347
HealPlus,Paracetamol,Medicare Ltd,Antibiotic,593.51,593.51,Out of stock,2.6,485
Medix,Atorvastatin,Sun Healthcare,Antihypertensive,1901.44,1521.15,In stock,4.7,34
HealPlus,Atorvastatin,Sun Healthcare,Antidiabetic,1400.54,1260.49,In stock,4.8,160
BioTrust,Atorvastatin,Medicare Ltd,Antidiabetic,1304.35,1304.35,Out of stock,4.1,257
PharmaOne,Paracetamol,Medicare Ltd,Antibiotic,1229.82,1106.84,Out of stock,4.6,359
BioTrust,Amoxicillin,Global Remedies,Antihypertensive,35.88,30.5,Out of stock,3.1,351
PharmaOne,Omeprazole,Medicare Ltd,Antacid,1333.51,1200.16,In stock,3.1,389
LifeCare,Metformin,Global Remedies,Antidiabetic,840.17,756.15,Limited,3.2,333
Medix,Metformin,Nova Life,Antacid,1244.81,1120.33,In stock,4.3,62
PharmaOne,Metformin,ABC Pharma,Analgesic,973.08,827.12,Out of stock,4.0,458
LifeCare,Paracetamol,Nova Life,Antihypertensive,1473.59,1326.23,In stock,4.7,491
PharmaOne,Paracetamol,ABC Pharma,Antihypertensive,622.9,622.9,Limited,3.4,476
PharmaOne,Atorvastatin,Sun Healthcare,Antihypertensive,1832.4,1832.4,Limited,2.7,410
BioTrust,Metformin,Sun Healthcare,Analgesic,972.32,875.09,Limited,3.0,417
Medix,Amoxicillin,ABC Pharma,Antidiabetic,491.72,417.96,Limited,3.6,389
BioTrust,Amoxicillin,Nova Life,Antacid,1791.1,1701.54,Out of stock,4.3,402
PharmaOne,Amoxicillin,Sun Healthcare,Antihypertensive,1620.0,1539.0,Limited,3.0,454
LifeCare,Amoxicillin,ABC Pharma,Antacid,275.36,220.29,In stock,3.4,97
Medix,Metformin,Nova Life,Antibiotic,477.03,405.48,Limited,4.6,469
Medix,Paracetamol,ABC Pharma,Analgesic,722.95,686.8,Out of stock,3.0,371
HealPlus,Paracetamol,Nova Life,Antidiabetic,1926.74,1734.07,Limited,4.7,436
PharmaOne,Amoxicillin,Medicare Ltd,Antacid,586.18,468.94,Out of stock,4.8,374
PharmaOne,Omeprazole,ABC Pharma,Antacid,1381.54,1381.54,Limited,4.9,356
Medix,Amoxicillin,Sun Healthcare,Antacid,565.97,509.37,Out of stock,3.2,231
BioTrust,Omeprazole,Medicare Ltd,Antacid,672.68,639.05,Limited,3.1,3
Medix,Amoxicillin,Sun Healthcare,Antacid,1975.72,1975.72,Out of stock,5.0,289
Medix,Amoxicillin,ABC Pharma,Antidiabetic,843.12,758.81,In stock,3.6,147
HealPlus,Omeprazole,ABC Pharma,Analgesic,574.01,516.61,Out of stock,4.1,393
HealPlus,Atorvastatin,Nova Life,Antihypertensive,119.99,101.99,Limited,3.6,386
Medix,Metformin,Medicare Ltd,Antihypertensive,1106.03,995.43,Out of stock,3.1,142
HealPlus,Atorvastatin,Global Remedies,Antacid,658.66,625.73,Out of stock,3.7,114
BioTrust,Omeprazole,Global Remedies,Antidiabetic,1178.28,1119.37,Out of stock,5.0,95
HealPlus,Metformin,ABC Pharma,Antihypertensive,469.77,375.82,Limited,3.7,126
Medix,Omeprazole,Nova Life,Analgesic,1014.21,811.37,In stock,3.3,479
LifeCare,Paracetamol,ABC Pharma,Antihypertensive,1072.17,964.95,Limited,3.3,384
PharmaOne,Metformin,Medicare Ltd,Antidiabetic,1087.34,978.61,Out of stock,2.9,27
BioTrust,Amoxicillin,Sun Healthcare,Analgesic,924.05,739.24,In stock,4.0,494
HealPlus,Atorvastatin,Sun Healthcare,Antibiotic,201.78,161.42,In stock,4.8,91
HealPlus,Atorvastatin,ABC Pharma,Antihypertensive,94.6,80.41,In stock,3.9,321
HealPlus,Atorvastatin,Nova Life,Antibiotic,1219.57,1158.59,In stock,2.9,484
BioTrust,Metformin,Global Remedies,Analgesic,1257.74,1131.97,Limited,4.3,330
BioTrust,Paracetamol,Medicare Ltd,Analgesic,528.03,422.42,In stock,4.0,15
HealPlus,Paracetamol,Medicare Ltd,Analgesic,329.84,329.84,Out of stock,2.9,472
LifeCare,Metformin,Global Remedies,Antidiabetic,942.16,800.84,Out of stock,2.8,287
BioTrust,Paracetamol,Sun Healthcare,Analgesic,279.36,223.49,In stock,2.7,384
PharmaOne,Atorvastatin,Medicare Ltd,Antibiotic,1869.88,1776.39,In stock,4.0,403
HealPlus,Atorvastatin,ABC Pharma,Antidiabetic,1943.0,1651.55,Out of stock,3.5,354
PharmaOne,Amoxicillin,Global Remedies,Antihypertensive,778.11,739.2,Out of stock,4.1,467
PharmaOne,Atorvastatin,Nova Life,Antibiotic,1285.74,1221.45,In stock,3.9,327
BioTrust,Paracetamol,Nova Life,Antibiotic,1879.37,1503.5,Out of stock,2.5,485
LifeCare,Omeprazole,Nova Life,Antihypertensive,539.47,512.5,Out of stock,5.0,144
Medix,Paracetamol,Nova Life,Antidiabetic,1753.44,1753.44,Out of stock,3.9,261
PharmaOne,Omeprazole,Nova Life,Antidiabetic,409.67,409.67,Out of stock,3.7,291
LifeCare,Amoxicillin,Sun Healthcare,Antihypertensive,1478.14,1256.42,Out of stock,3.2,174
BioTrust,Paracetamol,ABC Pharma,Antidiabetic,793.79,714.41,Out of stock,3.5,389
HealPlus,Paracetamol,ABC Pharma,Antidiabetic,1843.74,1843.74,Out of stock,4.3,397
PharmaOne,Atorvastatin,ABC Pharma,Antihypertensive,1690.85,1606.31,Out of stock,2.8,82
PharmaOne,Omeprazole,ABC Pharma,Antihypertensive,1616.28,1535.47,Out of stock,4.8,375
PharmaOne,Atorvastatin,ABC Pharma,Antidiabetic,1650.34,1402.79,Out of stock,3.9,282
Medix,Metformin,ABC Pharma,Antidiabetic,718.8,575.04,Out of stock,3.8,395
LifeCare,Paracetamol,Global Remedies,Antihypertensive,387.14,367.78,Limited,3.5,473
BioTrust,Paracetamol,Nova Life,Antacid,1507.27,1431.91,Out of stock,3.9,381
LifeCare,Atorvastatin,Nova Life,Analgesic,687.05,652.7,Out of stock,2.7,38
PharmaOne,Metformin,ABC Pharma,Antihypertensive,293.72,234.98,Out of stock,4.5,334
BioTrust,Amoxicillin,Sun Healthcare,Antibiotic,855.22,769.7,In stock,3.3,475
PharmaOne,Paracetamol,ABC Pharma,Antihypertensive,437.67,437.67,Limited,2.8,404
LifeCare,Paracetamol,ABC Pharma,Antibiotic,69.56,59.13,In stock,3.0,465
HealPlus,Amoxicillin,Sun Healthcare,Analgesic,1865.48,1492.38,Limited,2.6,132
Medix,Omeprazole,Medicare Ltd,Antihypertensive,571.19,542.63,In stock,4.9,468
HealPlus,Atorvastatin,Medicare Ltd,Antihypertensive,386.26,366.95,Limited,3.0,157
BioTrust,Paracetamol,Medicare Ltd,Antacid,1370.23,1096.18,Limited,4.7,35
HealPlus,Amoxicillin,Global Remedies,Antihypertensive,1401.2,1120.96,Limited,3.3,256
Medix,Atorvastatin,Nova Life,Analgesic,1479.14,1257.27,In stock,4.7,303
Medix,Amoxicillin,Global Remedies,Antibiotic,1675.52,1424.19,Out of stock,4.6,227
Medix,Atorvastatin,Medicare Ltd,Antihypertensive,721.39,577.11,In stock,2.6,303
HealPlus,Omeprazole,Nova Life,Analgesic,1540.86,1386.77,Out of stock,4.1,110
PharmaOne,Metformin,ABC Pharma,Antibiotic,1861.4,1768.33,Limited,4.1,375
HealPlus,Paracetamol,Global Remedies,Antibiotic,738.02,738.02,In stock,3.9,339
BioTrust,Atorvastatin,ABC Pharma,Antihypertensive,49.44,46.97,In stock,3.6,3
BioTrust,Atorvastatin,ABC Pharma,Antacid,1278.41,1150.57,Limited,3.9,376
PharmaOne,Atorvastatin,ABC Pharma,Analgesic,1025.29,922.76,Out of stock,3.5,85
PharmaOne,Atorvastatin,Nova Life,Antacid,1797.31,1797.31,Out of stock,3.1,10
BioTrust,Paracetamol,Global Remedies,Antibiotic,1393.58,1393.58,Out of stock,2.7,297
HealPlus,Paracetamol,Nova Life,Antacid,1749.15,1486.78,Limited,5.0,36
PharmaOne,Atorvastatin,Nova Life,Antihypertensive,862.11,732.79,Limited,4.6,432
Medix,Metformin,Nova Life,Antihypertensive,41.61,35.37,Limited,4.2,465
BioTrust,Metformin,Medicare Ltd,Antacid,579.68,521.71,Out of stock,4.4,188
Medix,Paracetamol,Medicare Ltd,Antacid,890.36,756.81,In stock,3.8,204
LifeCare,Paracetamol,Global Remedies,Antihypertensive,632.2,568.98,Out of stock,3.2,293
LifeCare,Paracetamol,Nova Life,Antidiabetic,1208.65,1027.35,In stock,3.6,220
LifeCare,Paracetamol,Sun Healthcare,Analgesic,158.32,134.57,In stock,4.2,88
Medix,Paracetamol,Global Remedies,Antacid,925.83,833.25,In stock,4.9,80
HealPlus,Amoxicillin,Medicare Ltd,Antacid,263.66,237.29,Out of stock,3.6,262
PharmaOne,Metformin,ABC Pharma,Antihypertensive,375.41,375.41,Limited,4.6,47
Medix,Paracetamol,ABC Pharma,Antibiotic,1779.38,1512.47,In stock,3.7,398
BioTrust,Amoxicillin,Medicare Ltd,Antacid,1434.64,1147.71,In stock,3.2,463
PharmaOne,Paracetamol,ABC Pharma,Analgesic,227.18,215.82,Limited,4.6,141
BioTrust,Amoxicillin,Global Remedies,Analgesic,830.78,706.16,Limited,4.8,176
BioTrust,Amoxicillin,Nova Life,Analgesic,1606.71,1606.71,In stock,4.2,76
HealPlus,Omeprazole,Global Remedies,Analgesic,862.22,689.78,Out of stock,4.2,282
HealPlus,Omeprazole,ABC Pharma,Antihypertensive,50.09,40.07,In stock,4.2,178
PharmaOne,Paracetamol,ABC Pharma,Analgesic,1075.02,860.02,Out of stock,2.9,362
HealPlus,Amoxicillin,Medicare Ltd,Antibiotic,727.27,654.54,In stock,4.3,336
Medix,Amoxicillin,Global Remedies,Antibiotic,961.32,913.25,Out of stock,4.6,388
PharmaOne,Paracetamol,Sun Healthcare,Antibiotic,1688.07,1519.26,Limited,2.9,269
Medix,Paracetamol,Medicare Ltd,Antidiabetic,382.35,325.0,Out of stock,4.4,154
BioTrust,Omeprazole,Global Remedies,Antibiotic,831.53,831.53,Out of stock,4.8,432
Medix,Omeprazole,ABC Pharma,Antidiabetic,1162.26,1046.03,Limited,4.7,131
HealPlus,Atorvastatin,Medicare Ltd,Antibiotic,1340.83,1072.66,In stock,2.7,247
Medix,Metformin,ABC Pharma,Antacid,1782.86,1515.43,In stock,4.8,348
HealPlus,Metformin,ABC Pharma,Antidiabetic,759.41,645.5,Out of stock,3.2,4
BioTrust,Paracetamol,Sun Healthcare,Antibiotic,216.08,172.86,Limited,2.8,389
Medix,Paracetamol,Nova Life,Antacid,1105.77,1050.48,Limited,3.3,187
BioTrust,Atorvastatin,Nova Life,Antibiotic,1102.06,881.65,In stock,3.4,342
PharmaOne,Omeprazole,ABC Pharma,Antihypertensive,1852.0,1481.6,Out of stock,4.1,288
HealPlus,Metformin,Nova Life,Antacid,1518.01,1518.01,Out of stock,3.3,61
BioTrust,Paracetamol,Nova Life,Antacid,633.23,601.57,In stock,2.9,459
BioTrust,Atorvastatin,Sun Healthcare,Analgesic,387.45,348.7,Limited,3.3,225
Medix,Amoxicillin,Nova Life,Antibiotic,169.99,169.99,Limited,3.1,92
Medix,Atorvastatin,Sun Healthcare,Analgesic,1746.53,1484.55,In stock,2.8,54
BioTrust,Paracetamol,Medicare Ltd,Analgesic,1043.7,1043.7,In stock,4.4,214
LifeCare,Paracetamol,Sun Healthcare,Antibiotic,182.44,164.2,Limited,3.0,464
Medix,Metformin,ABC Pharma,Antihypertensive,1640.71,1312.57,Out of stock,2.6,325
Medix,Atorvastatin,Global Remedies,Antibiotic,507.48,482.11,Limited,4.4,154
Medix,Amoxicillin,Sun Healthcare,Analgesic,1297.25,1167.53,Out of stock,3.7,371
Medix,Paracetamol,Sun Healthcare,Antidiabetic,506.26,455.63,Limited,4.3,124
PharmaOne,Omeprazole,Sun Healthcare,Antibiotic,1376.15,1100.92,In stock,4.3,317
HealPlus,Metformin,Medicare Ltd,Antihypertensive,883.52,839.34,Out of stock,4.4,267
PharmaOne,Paracetamol,ABC Pharma,Antihypertensive,1100.03,880.02,In stock,3.0,275
HealPlus,Amoxicillin,Sun Healthcare,Antidiabetic,330.47,264.38,In stock,4.7,468
Medix,Amoxicillin,Global Remedies,Antacid,305.86,290.57,Limited,4.0,329
LifeCare,Atorvastatin,ABC Pharma,Antidiabetic,1231.12,1231.12,In stock,4.8,7
HealPlus,Metformin,ABC Pharma,Antibiotic,53.38,53.38,In stock,2.6,154
PharmaOne,Paracetamol,Sun Healthcare,Analgesic,933.13,746.5,Limited,4.9,119
Medix,Atorvastatin,ABC Pharma,Antacid,746.52,634.54,In stock,2.7,81
PharmaOne,Atorvastatin,Sun Healthcare,Antidiabetic,1746.17,1571.55,Limited,2.7,226
PharmaOne,Paracetamol,Sun Healthcare,Analgesic,647.07,614.72,Out of stock,4.1,342
PharmaOne,Atorvastatin,Medicare Ltd,Antibiotic,393.39,393.39,In stock,4.5,311
Medix,Paracetamol,Sun Healthcare,Antihypertensive,1395.81,1395.81,In stock,4.7,99
LifeCare,Omeprazole,Sun Healthcare,Antibiotic,1734.75,1387.8,Limited,4.4,360
Medix,Metformin,Global Remedies,Antihypertensive,658.6,526.88,Limited,3.3,342
PharmaOne,Paracetamol,ABC Pharma,Antihypertensive,1148.1,975.88,Out of stock,4.0,415
HealPlus,Metformin,Nova Life,Antacid,1138.77,1024.89,Limited,3.3,42
HealPlus,Metformin,Global Remedies,Antibiotic,118.66,100.86,In stock,2.8,206
LifeCare,Omeprazole,Nova Life,Antihypertensive,1328.07,1261.67,Limited,4.4,57
HealPlus,Amoxicillin,Nova Life,Antacid,1102.66,1102.66,In stock,4.2,60
Medix,Atorvastatin,Global Remedies,Antihypertensive,456.13,364.9,Out of stock,3.0,136
Medix,Amoxicillin,Sun Healthcare,Antibiotic,610.37,518.81,In stock,4.4,308
LifeCare,Omeprazole,Nova Life,Antacid,990.39,841.83,In stock,2.8,238
PharmaOne,Amoxicillin,Sun Healthcare,Antacid,1469.23,1395.77,In stock,3.8,390
BioTrust,Amoxicillin,Global Remedies,Analgesic,317.75,301.86,In stock,4.6,305
PharmaOne,Metformin,ABC Pharma,Antihypertensive,1524.65,1524.65,In stock,3.8,170
PharmaOne,Metformin,ABC Pharma,Analgesic,503.53,503.53,Out of stock,2.9,126
PharmaOne,Paracetamol,Global Remedies,Antihypertensive,829.37,663.5,Out of stock,4.6,291
Medix,Atorvastatin,ABC Pharma,Analgesic,630.46,567.41,Out of stock,3.3,55
HealPlus,Metformin,Sun Healthcare,Antacid,195.45,166.13,In stock,4.8,248
LifeCare,Atorvastatin,Sun Healthcare,Antacid,758.78,758.78,Limited,4.2,416
HealPlus,Metformin,Nova Life,Antidiabetic,28.15,22.52,In stock,5.0,191
Medix,Omeprazole,ABC Pharma,Antibiotic,257.08,244.23,In stock,3.4,362
Medix,Amoxicillin,ABC Pharma,Antidiabetic,1197.58,1077.82,Limited,3.4,376
BioTrust,Paracetamol,ABC Pharma,Antihypertensive,1050.4,997.88,In stock,3.3,119
HealPlus,Amoxicillin,Nova Life,Antidiabetic,1705.7,1620.41,Out of stock,4.3,174
BioTrust,Atorvastatin,Global Remedies,Analgesic,1073.44,966.1,Out of stock,4.6,253
BioTrust,Paracetamol,Medicare Ltd,Analgesic,1231.84,1108.66,Out of stock,4.0,62
Medix,Paracetamol,ABC Pharma,Antibiotic,1822.94,1458.35,In stock,3.0,113
PharmaOne,Amoxicillin,Global Remedies,Antibiotic,1288.87,1288.87,Limited,4.0,10
BioTrust,Metformin,Global Remedies,Antidiabetic,964.21,867.79,Limited,3.3,50
HealPlus,Atorvastatin,Medicare Ltd,Antihypertensive,730.88,621.25,Limited,4.0,462
PharmaOne,Amoxicillin,Global Remedies,Antacid,1005.15,1005.15,Limited,2.9,190
LifeCare,Paracetamol,Global Remedies,Antihypertensive,187.24,159.15,Limited,3.1,421
Medix,Amoxicillin,ABC Pharma,Antihypertensive,1832.13,1465.7,In stock,3.5,196
LifeCare,Atorvastatin,ABC Pharma,Antacid,1079.74,971.77,Out of stock,4.8,415
LifeCare,Metformin,Global Remedies,Analgesic,418.9,335.12,In stock,4.9,199
PharmaOne,Omeprazole,Nova Life,Antacid,70.3,59.75,In stock,3.0,89
LifeCare,Amoxicillin,Sun Healthcare,Antidiabetic,1605.4,1364.59,Out of stock,4.8,214
LifeCare,Omeprazole,Sun Healthcare,Antibiotic,1459.3,1167.44,Out of stock,4.4,94
HealPlus,Amoxicillin,Global Remedies,Antihypertensive,513.87,411.1,Out of stock,3.1,141
PharmaOne,Omeprazole,Sun Healthcare,Antacid,576.79,576.79,In stock,3.2,218
LifeCare,Omeprazole,ABC Pharma,Antidiabetic,849.75,807.26,In stock,3.8,388
Medix,Metformin,Sun Healthcare,Antidiabetic,1308.64,1112.34,In stock,4.7,146
Medix,Paracetamol,Sun Healthcare,Analgesic,1924.27,1828.06,Out of stock,3.4,267
HealPlus,Atorvastatin,Nova Life,Antidiabetic,470.44,399.87,Limited,3.0,9
BioTrust,Atorvastatin,Nova Life,Analgesic,56.95,56.95,Limited,2.7,211
Medix,Omeprazole,Nova Life,Antacid,1490.57,1341.51,Limited,4.1,109
BioTrust,Atorvastatin,Sun Healthcare,Antacid,1014.33,912.9,Out of stock,4.5,131
LifeCare,Atorvastatin,Nova Life,Analgesic,22.89,21.75,Out of stock,2.8,187
HealPlus,Metformin,Sun Healthcare,Antidiabetic,986.22,838.29,Out of stock,4.0,408
BioTrust,Amoxicillin,Nova Life,Antibiotic,486.1,461.8,Out of stock,3.3,302
HealPlus,Amoxicillin,ABC Pharma,Antihypertensive,1665.28,1332.22,Limited,4.2,42
LifeCare,Omeprazole,Global Remedies,Antihypertensive,1827.99,1736.59,Out of stock,3.4,454
LifeCare,Omeprazole,ABC Pharma,Antihypertensive,136.74,136.74,In stock,3.2,490
HealPlus,Omeprazole,Nova Life,Antacid,1820.51,1820.51,Out of stock,4.9,433
LifeCare,Paracetamol,Global Remedies,Antidiabetic,635.37,508.3,In stock,4.0,163
BioTrust,Atorvastatin,Sun Healthcare,Antihypertensive,986.73,838.72,In stock,3.5,51
Medix,Amoxicillin,Global Remedies,Antidiabetic,815.35,693.05,Limited,2.6,69
HealPlus,Paracetamol,ABC Pharma,Analgesic,589.12,500.75,Out of stock,4.1,460
BioTrust,Omeprazole,Sun Healthcare,Antibiotic,847.77,847.77,Out of stock,4.1,331
Medix,Metformin,Sun Healthcare,Antihypertensive,916.88,916.88,Out of stock,4.3,193
PharmaOne,Metformin,Medicare Ltd,Antacid,571.25,542.69,Limited,4.4,90
PharmaOne,Metformin,Global Remedies,Antacid,1957.59,1663.95,Limited,4.5,23
Medix,Omeprazole,Nova Life,Antibiotic,1132.84,1076.2,Limited,3.9,75
BioTrust,Metformin,Sun Healthcare,Antihypertensive,1502.89,1427.75,Out of stock,4.7,292
HealPlus,Atorvastatin,Medicare Ltd,Antacid,934.39,794.23,Limited,3.7,156
HealPlus,Paracetamol,Nova Life,Antihypertensive,1937.85,1840.96,Limited,2.5,370
PharmaOne,Metformin,Medicare Ltd,Antibiotic,363.68,363.68,Limited,3.0,201
BioTrust,Paracetamol,Global Remedies,Antihypertensive,1289.44,1031.55,Limited,4.8,52
PharmaOne,Amoxicillin,ABC Pharma,Antidiabetic,1528.78,1223.02,In stock,4.6,198
BioTrust,Omeprazole,Medicare Ltd,Antidiabetic,1919.62,1727.66,Out of stock,4.7,274
PharmaOne,Paracetamol,Medicare Ltd,Antacid,403.54,403.54,Limited,3.2,442
PharmaOne,Metformin,Medicare Ltd,Analgesic,1911.43,1529.14,Limited,4.1,151
Medix,Atorvastatin,Global Remedies,Analgesic,1726.26,1381.01,In stock,4.1,39
BioTrust,Amoxicillin,ABC Pharma,Antacid,623.52,561.17,Limited,2.9,16
BioTrust,Amoxicillin,Medicare Ltd,Antibiotic,1956.13,1858.32,Out of stock,3.5,386
BioTrust,Metformin,ABC Pharma,Antidiabetic,1922.31,1537.85,Limited,4.0,340
BioTrust,Metformin,Medicare Ltd,Analgesic,917.43,733.94,Limited,3.4,98
BioTrust,Amoxicillin,ABC Pharma,Antihypertensive,492.49,467.87,Limited,3.3,32
BioTrust,Metformin,ABC Pharma,Antidiabetic,1471.43,1397.86,In stock,4.4,58
PharmaOne,Omeprazole,Sun Healthcare,Antidiabetic,1682.83,1682.83,In stock,3.8,297
LifeCare,Metformin,ABC Pharma,Antacid,736.86,589.49,In stock,2.6,236
LifeCare,Omeprazole,Medicare Ltd,Antibiotic,864.16,820.95,Out of stock,3.5,479
LifeCare,Amoxicillin,Nova Life,Antidiabetic,475.01,427.51,In stock,3.1,329
HealPlus,Paracetamol,Medicare Ltd,Antacid,1445.12,1228.35,Limited,4.0,27
BioTrust,Amoxicillin,Sun Healthcare,Antacid,194.27,155.42,Limited,2.6,170
PharmaOne,Metformin,Medicare Ltd,Antibiotic,1603.01,1362.56,Limited,4.5,273
HealPlus,Paracetamol,ABC Pharma,Antidiabetic,1136.01,1136.01,In stock,3.5,390
BioTrust,Paracetamol,Global Remedies,Antihypertensive,424.88,361.15,In stock,2.7,409
LifeCare,Atorvastatin,Sun Healthcare,Antacid,726.77,690.43,Out of stock,3.4,238
Medix,Omeprazole,Sun Healthcare,Antidiabetic,1918.83,1535.06,Limited,4.5,8
LifeCare,Amoxicillin,ABC Pharma,Analgesic,83.88,79.69,Limited,2.7,450
LifeCare,Omeprazole,Nova Life,Antihypertensive,1433.06,1433.06,Limited,3.0,96
HealPlus,Omeprazole,Medicare Ltd,Antihypertensive,82.39,74.15,Limited,3.2,481
LifeCare,Metformin,ABC Pharma,Antidiabetic,882.09,837.99,Out of stock,4.4,107
BioTrust,Metformin,Nova Life,Antacid,200.4,190.38,Limited,2.9,128
LifeCare,Paracetamol,Global Remedies,Analgesic,357.45,321.7,Out of stock,3.1,65
HealPlus,Paracetamol,Medicare Ltd,Antihypertensive,1085.85,1085.85,Limited,3.2,458
BioTrust,Omeprazole,Nova Life,Antibiotic,1383.61,1106.89,Out of stock,3.5,172
Medix,Atorvastatin,Medicare Ltd,Antibiotic,1450.78,1233.16,In stock,3.2,224
PharmaOne,Amoxicillin,Medicare Ltd,Antidiabetic,918.74,918.74,In stock,3.0,54
BioTrust,Atorvastatin,Nova Life,Antidiabetic,1613.57,1613.57,Limited,4.1,285
LifeCare,Metformin,ABC Pharma,Analgesic,36.91,36.91,Out of stock,3.1,183
LifeCare,Metformin,ABC Pharma,Antidiabetic,1783.87,1694.68,Limited,4.0,77
HealPlus,Atorvastatin,Medicare Ltd,Antidiabetic,1440.73,1296.66,Limited,4.3,379
BioTrust,Paracetamol,Sun Healthcare,Analgesic,269.27,242.34,In stock,4.0,145
Medix,Metformin,Sun Healthcare,Antidiabetic,1465.53,1465.53,Limited,3.9,24
Medix,Atorvastatin,Medicare Ltd,Antidiabetic,1820.17,1456.14,Out of stock,3.5,70
HealPlus,Amoxicillin,Sun Healthcare,Analgesic,92.39,73.91,Out of stock,4.5,445
LifeCare,Metformin,Global Remedies,Antihypertensive,995.9,946.11,Out of stock,4.2,271
BioTrust,Amoxicillin,Nova Life,Antacid,1330.08,1130.57,Out of stock,4.2,361
BioTrust,Amoxicillin,ABC Pharma,Antihypertensive,453.89,363.11,In stock,4.7,369
