date,location,item,closing_stock,Inventory_Status,Recommendation,Alert,supplier
2025-07-02,Hospital B,Paracetamol,124,Healthy,No Action Required,OK,Supplier X
2025-07-02,Hospital B,Amoxicillin,205,Healthy,No Action Required,OK,Supplier Y
2025-07-02,Hospital B,Rice,12,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-07-02,Hospital B,Flour,90,Warning,Reorder Soon,OK,Supplier Y
2025-07-02,Warehouse C,Paracetamol,19,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-07-02,Warehouse C,Amoxicillin,138,Healthy,No Action Required,OK,Supplier Y
2025-07-02,Warehouse C,Rice,120,Healthy,No Action Required,OK,Supplier X
2025-07-02,Warehouse C,Flour,86,Warning,Reorder Soon,OK,Supplier X
2025-07-03,Hospital A,Paracetamol,112,Healthy,No Action Required,OK,Supplier Y
2025-07-03,Hospital A,Amoxicillin,100,Healthy,No Action Required,OK,Supplier Y
2025-07-03,Hospital A,Rice,11,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-07-03,Hospital A,Flour,83,Warning,Reorder Soon,OK,Supplier X
2025-07-03,Hospital B,Paracetamol,145,Healthy,No Action Required,OK,Supplier Y
2025-07-03,Hospital B,Amoxicillin,112,Healthy,No Action Required,OK,Supplier X
2025-07-03,Hospital B,Rice,19,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-07-03,Hospital B,Flour,68,Warning,Reorder Soon,OK,Supplier X
2025-07-03,Warehouse C,Paracetamol,27,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-07-03,Warehouse C,Amoxicillin,51,Warning,Reorder Soon,OK,Supplier X
2025-07-03,Warehouse C,Rice,185,Healthy,No Action Required,OK,Supplier Y
2025-07-03,Warehouse C,Flour,25,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-07-04,Hospital A,Paracetamol,111,Healthy,No Action Required,OK,Supplier X
2025-07-04,Hospital A,Amoxicillin,87,Warning,Reorder Soon,OK,Supplier X
2025-07-04,Hospital A,Rice,13,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-07-04,Hospital A,Flour,91,Warning,Reorder Soon,OK,Supplier Y
2025-07-04,Hospital B,Paracetamol,96,Warning,Reorder Soon,OK,Supplier Y
2025-07-04,Hospital B,Amoxicillin,77,Warning,Reorder Soon,OK,Supplier X
2025-07-04,Hospital B,Rice,3,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-07-04,Hospital B,Flour,28,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-07-04,Warehouse C,Paracetamol,54,Warning,Reorder Soon,OK,Supplier Y
2025-07-04,Warehouse C,Amoxicillin,39,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-07-04,Warehouse C,Rice,50,Warning,Reorder Soon,OK,Supplier Y
2025-07-04,Warehouse C,Flour,59,Warning,Reorder Soon,OK,Supplier Y
2025-07-05,Hospital A,Paracetamol,13,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-07-05,Hospital A,Amoxicillin,136,Healthy,No Action Required,OK,Supplier Y
2025-07-05,Hospital A,Rice,2,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-07-05,Hospital A,Flour,4,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-07-05,Hospital B,Paracetamol,62,Warning,Reorder Soon,OK,Supplier X
2025-07-05,Hospital B,Amoxicillin,74,Warning,Reorder Soon,OK,Supplier Y
2025-07-05,Hospital B,Rice,111,Healthy,No Action Required,OK,Supplier Y
2025-07-05,Hospital B,Flour,149,Healthy,No Action Required,OK,Supplier Y
2025-07-05,Warehouse C,Paracetamol,44,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-07-05,Warehouse C,Amoxicillin,131,Healthy,No Action Required,OK,Supplier Y
2025-07-05,Warehouse C,Rice,94,Warning,Reorder Soon,OK,Supplier X
2025-07-05,Warehouse C,Flour,88,Warning,Reorder Soon,OK,Supplier X
2025-07-06,Hospital A,Paracetamol,158,Healthy,No Action Required,OK,Supplier X
2025-07-06,Hospital A,Amoxicillin,40,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-07-06,Hospital A,Rice,39,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-07-06,Hospital A,Flour,131,Healthy,No Action Required,OK,Supplier Y
2025-07-06,Hospital B,Paracetamol,35,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-07-06,Hospital B,Amoxicillin,83,Warning,Reorder Soon,OK,Supplier Y
2025-07-06,Hospital B,Rice,96,Warning,Reorder Soon,OK,Supplier X
2025-07-06,Hospital B,Flour,143,Healthy,No Action Required,OK,Supplier X
2025-07-06,Warehouse C,Paracetamol,175,Healthy,No Action Required,OK,Supplier Y
2025-07-06,Warehouse C,Amoxicillin,38,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-07-06,Warehouse C,Rice,2,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-07-06,Warehouse C,Flour,114,Healthy,No Action Required,OK,Supplier X
2025-07-07,Hospital A,Paracetamol,129,Healthy,No Action Required,OK,Supplier X
2025-07-07,Hospital A,Amoxicillin,90,Warning,Reorder Soon,OK,Supplier Y
2025-07-07,Hospital A,Rice,61,Warning,Reorder Soon,OK,Supplier Y
2025-07-07,Hospital A,Flour,30,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-07-07,Hospital B,Paracetamol,132,Healthy,No Action Required,OK,Supplier X
2025-07-07,Hospital B,Amoxicillin,46,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-07-07,Hospital B,Rice,12,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-07-07,Hospital B,Flour,12,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-07-07,Warehouse C,Paracetamol,3,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-07-07,Warehouse C,Amoxicillin,65,Warning,Reorder Soon,OK,Supplier Y
2025-07-07,Warehouse C,Rice,1,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-07-07,Warehouse C,Flour,182,Healthy,No Action Required,OK,Supplier Y
2025-07-08,Hospital A,Paracetamol,50,Warning,Reorder Soon,OK,Supplier Y
2025-07-08,Hospital A,Amoxicillin,88,Warning,Reorder Soon,OK,Supplier X
2025-07-08,Hospital A,Rice,36,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-07-08,Hospital A,Flour,49,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-07-08,Hospital B,Paracetamol,3,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-07-08,Hospital B,Amoxicillin,151,Healthy,No Action Required,OK,Supplier X
2025-07-08,Hospital B,Rice,33,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-07-08,Hospital B,Flour,92,Warning,Reorder Soon,OK,Supplier X
2025-07-08,Warehouse C,Paracetamol,149,Healthy,No Action Required,OK,Supplier Y
2025-07-08,Warehouse C,Amoxicillin,62,Warning,Reorder Soon,OK,Supplier X
2025-07-08,Warehouse C,Rice,189,Healthy,No Action Required,OK,Supplier Y
2025-07-08,Warehouse C,Flour,74,Warning,Reorder Soon,OK,Supplier Y
2025-07-09,Hospital A,Paracetamol,58,Warning,Reorder Soon,OK,Supplier Y
2025-07-09,Hospital A,Amoxicillin,22,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-07-09,Hospital A,Rice,102,Healthy,No Action Required,OK,Supplier X
2025-07-09,Hospital A,Flour,4,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-07-09,Hospital B,Paracetamol,33,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-07-09,Hospital B,Amoxicillin,175,Healthy,No Action Required,OK,Supplier Y
2025-07-09,Hospital B,Rice,102,Healthy,No Action Required,OK,Supplier X
2025-07-09,Hospital B,Flour,16,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-07-09,Warehouse C,Paracetamol,72,Warning,Reorder Soon,OK,Supplier X
2025-07-09,Warehouse C,Amoxicillin,148,Healthy,No Action Required,OK,Supplier Y
2025-07-09,Warehouse C,Rice,16,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-07-09,Warehouse C,Flour,9,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-07-10,Hospital A,Paracetamol,84,Warning,Reorder Soon,OK,Supplier Y
2025-07-10,Hospital A,Amoxicillin,112,Healthy,No Action Required,OK,Supplier X
2025-07-10,Hospital A,Rice,158,Healthy,No Action Required,OK,Supplier X
2025-07-10,Hospital A,Flour,46,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-07-10,Hospital B,Paracetamol,29,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-07-10,Hospital B,Amoxicillin,51,Warning,Reorder Soon,OK,Supplier Y
2025-07-10,Hospital B,Rice,75,Warning,Reorder Soon,OK,Supplier X
2025-07-10,Hospital B,Flour,52,Warning,Reorder Soon,OK,Supplier X
2025-07-10,Warehouse C,Paracetamol,103,Healthy,No Action Required,OK,Supplier X
2025-07-10,Warehouse C,Amoxicillin,183,Healthy,No Action Required,OK,Supplier Y
2025-07-10,Warehouse C,Rice,72,Warning,Reorder Soon,OK,Supplier Y
2025-07-10,Warehouse C,Flour,131,Healthy,No Action Required,OK,Supplier X
2025-07-11,Hospital A,Paracetamol,87,Warning,Reorder Soon,OK,Supplier X
2025-07-11,Hospital A,Amoxicillin,80,Warning,Reorder Soon,OK,Supplier Y
2025-07-11,Hospital A,Rice,13,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-07-11,Hospital A,Flour,31,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-07-11,Hospital B,Paracetamol,113,Healthy,No Action Required,OK,Supplier Y
2025-07-11,Hospital B,Amoxicillin,54,Warning,Reorder Soon,OK,Supplier X
2025-07-11,Hospital B,Rice,89,Warning,Reorder Soon,OK,Supplier Y
2025-07-11,Hospital B,Flour,80,Warning,Reorder Soon,OK,Supplier X
2025-07-11,Warehouse C,Paracetamol,12,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-07-11,Warehouse C,Amoxicillin,10,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-07-11,Warehouse C,Rice,79,Warning,Reorder Soon,OK,Supplier X
2025-07-11,Warehouse C,Flour,5,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-07-12,Hospital A,Paracetamol,99,Warning,Reorder Soon,OK,Supplier X
2025-07-12,Hospital A,Amoxicillin,43,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-07-12,Hospital A,Rice,17,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-07-12,Hospital A,Flour,2,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-07-12,Hospital B,Paracetamol,124,Healthy,No Action Required,OK,Supplier Y
2025-07-12,Hospital B,Amoxicillin,133,Healthy,No Action Required,OK,Supplier X
2025-07-12,Hospital B,Rice,36,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-07-12,Hospital B,Flour,75,Warning,Reorder Soon,OK,Supplier X
2025-07-12,Warehouse C,Paracetamol,182,Healthy,No Action Required,OK,Supplier X
2025-07-12,Warehouse C,Amoxicillin,4,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-07-12,Warehouse C,Rice,40,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-07-12,Warehouse C,Flour,26,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-07-13,Hospital A,Paracetamol,7,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-07-13,Hospital A,Amoxicillin,56,Warning,Reorder Soon,OK,Supplier Y
2025-07-13,Hospital A,Rice,149,Healthy,No Action Required,OK,Supplier X
2025-07-13,Hospital A,Flour,110,Healthy,No Action Required,OK,Supplier X
2025-07-13,Hospital B,Paracetamol,30,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-07-13,Hospital B,Amoxicillin,95,Warning,Reorder Soon,OK,Supplier X
2025-07-13,Hospital B,Rice,113,Healthy,No Action Required,OK,Supplier X
2025-07-13,Hospital B,Flour,12,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-07-13,Warehouse C,Paracetamol,77,Warning,Reorder Soon,OK,Supplier X
2025-07-13,Warehouse C,Amoxicillin,34,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-07-13,Warehouse C,Rice,18,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-07-13,Warehouse C,Flour,63,Warning,Reorder Soon,OK,Supplier X
2025-07-14,Hospital A,Paracetamol,38,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-07-14,Hospital A,Amoxicillin,202,Healthy,No Action Required,OK,Supplier X
2025-07-14,Hospital A,Rice,48,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-07-14,Hospital A,Flour,36,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-07-14,Hospital B,Paracetamol,14,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-07-14,Hospital B,Amoxicillin,130,Healthy,No Action Required,OK,Supplier X
2025-07-14,Hospital B,Rice,41,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-07-14,Hospital B,Flour,8,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-07-14,Warehouse C,Paracetamol,36,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-07-14,Warehouse C,Amoxicillin,17,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-07-14,Warehouse C,Rice,118,Healthy,No Action Required,OK,Supplier X
2025-07-14,Warehouse C,Flour,92,Warning,Reorder Soon,OK,Supplier Y
2025-07-15,Hospital A,Paracetamol,146,Healthy,No Action Required,OK,Supplier Y
2025-07-15,Hospital A,Amoxicillin,129,Healthy,No Action Required,OK,Supplier Y
2025-07-15,Hospital A,Rice,76,Warning,Reorder Soon,OK,Supplier X
2025-07-15,Hospital A,Flour,1,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-07-15,Hospital B,Paracetamol,9,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-07-15,Hospital B,Amoxicillin,104,Healthy,No Action Required,OK,Supplier Y
2025-07-15,Hospital B,Rice,92,Warning,Reorder Soon,OK,Supplier X
2025-07-15,Hospital B,Flour,135,Healthy,No Action Required,OK,Supplier Y
2025-07-15,Warehouse C,Paracetamol,44,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-07-15,Warehouse C,Amoxicillin,20,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-07-15,Warehouse C,Rice,39,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-07-15,Warehouse C,Flour,84,Warning,Reorder Soon,OK,Supplier X
2025-07-16,Hospital A,Paracetamol,130,Healthy,No Action Required,OK,Supplier X
2025-07-16,Hospital A,Amoxicillin,14,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-07-16,Hospital A,Rice,152,Healthy,No Action Required,OK,Supplier Y
2025-07-16,Hospital A,Flour,203,Healthy,No Action Required,OK,Supplier X
2025-07-16,Hospital B,Paracetamol,90,Warning,Reorder Soon,OK,Supplier Y
2025-07-16,Hospital B,Amoxicillin,60,Warning,Reorder Soon,OK,Supplier Y
2025-07-16,Hospital B,Rice,141,Healthy,No Action Required,OK,Supplier X
2025-07-16,Hospital B,Flour,70,Warning,Reorder Soon,OK,Supplier X
2025-07-16,Warehouse C,Paracetamol,96,Warning,Reorder Soon,OK,Supplier Y
2025-07-16,Warehouse C,Amoxicillin,32,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-07-16,Warehouse C,Rice,78,Warning,Reorder Soon,OK,Supplier Y
2025-07-16,Warehouse C,Flour,99,Warning,Reorder Soon,OK,Supplier X
2025-07-17,Hospital A,Paracetamol,139,Healthy,No Action Required,OK,Supplier X
2025-07-17,Hospital A,Amoxicillin,41,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-07-17,Hospital A,Rice,27,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-07-17,Hospital A,Flour,75,Warning,Reorder Soon,OK,Supplier X
2025-07-17,Hospital B,Paracetamol,20,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-07-17,Hospital B,Amoxicillin,29,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-07-17,Hospital B,Rice,31,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-07-17,Hospital B,Flour,40,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-07-17,Warehouse C,Paracetamol,215,Healthy,No Action Required,OK,Supplier X
2025-07-17,Warehouse C,Amoxicillin,16,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-07-17,Warehouse C,Rice,153,Healthy,No Action Required,OK,Supplier X
2025-07-17,Warehouse C,Flour,23,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-07-18,Hospital A,Paracetamol,69,Warning,Reorder Soon,OK,Supplier Y
2025-07-18,Hospital A,Amoxicillin,21,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-07-18,Hospital A,Rice,59,Warning,Reorder Soon,OK,Supplier Y
2025-07-18,Hospital A,Flour,88,Warning,Reorder Soon,OK,Supplier X
2025-07-18,Hospital B,Paracetamol,21,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-07-18,Hospital B,Amoxicillin,150,Healthy,No Action Required,OK,Supplier Y
2025-07-18,Hospital B,Rice,90,Warning,Reorder Soon,OK,Supplier Y
2025-07-18,Hospital B,Flour,7,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-07-18,Warehouse C,Paracetamol,81,Warning,Reorder Soon,OK,Supplier X
2025-07-18,Warehouse C,Amoxicillin,68,Warning,Reorder Soon,OK,Supplier Y
2025-07-18,Warehouse C,Rice,56,Warning,Reorder Soon,OK,Supplier X
2025-07-18,Warehouse C,Flour,11,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-07-19,Hospital A,Paracetamol,60,Warning,Reorder Soon,OK,Supplier X
2025-07-19,Hospital A,Amoxicillin,52,Warning,Reorder Soon,OK,Supplier X
2025-07-19,Hospital A,Rice,38,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-07-19,Hospital A,Flour,11,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-07-19,Hospital B,Paracetamol,66,Warning,Reorder Soon,OK,Supplier X
2025-07-19,Hospital B,Amoxicillin,112,Healthy,No Action Required,OK,Supplier X
2025-07-19,Hospital B,Rice,133,Healthy,No Action Required,OK,Supplier Y
2025-07-19,Hospital B,Flour,10,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-07-19,Warehouse C,Paracetamol,42,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-07-19,Warehouse C,Amoxicillin,17,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-07-19,Warehouse C,Rice,216,Healthy,No Action Required,OK,Supplier X
2025-07-19,Warehouse C,Flour,126,Healthy,No Action Required,OK,Supplier Y
2025-07-20,Hospital A,Paracetamol,45,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-07-20,Hospital A,Amoxicillin,50,Warning,Reorder Soon,OK,Supplier X
2025-07-20,Hospital A,Rice,108,Healthy,No Action Required,OK,Supplier X
2025-07-20,Hospital A,Flour,32,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-07-20,Hospital B,Paracetamol,129,Healthy,No Action Required,OK,Supplier X
2025-07-20,Hospital B,Amoxicillin,13,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-07-20,Hospital B,Rice,148,Healthy,No Action Required,OK,Supplier X
2025-07-20,Hospital B,Flour,94,Warning,Reorder Soon,OK,Supplier X
2025-07-20,Warehouse C,Paracetamol,79,Warning,Reorder Soon,OK,Supplier Y
2025-07-20,Warehouse C,Amoxicillin,70,Warning,Reorder Soon,OK,Supplier X
2025-07-20,Warehouse C,Rice,4,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-07-20,Warehouse C,Flour,14,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-07-21,Hospital A,Paracetamol,162,Healthy,No Action Required,OK,Supplier Y
2025-07-21,Hospital A,Amoxicillin,22,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-07-21,Hospital A,Rice,76,Warning,Reorder Soon,OK,Supplier Y
2025-07-21,Hospital A,Flour,116,Healthy,No Action Required,OK,Supplier X
2025-07-21,Hospital B,Paracetamol,116,Healthy,No Action Required,OK,Supplier X
2025-07-21,Hospital B,Amoxicillin,48,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-07-21,Hospital B,Rice,2,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-07-21,Hospital B,Flour,38,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-07-21,Warehouse C,Paracetamol,137,Healthy,No Action Required,OK,Supplier Y
2025-07-21,Warehouse C,Amoxicillin,69,Warning,Reorder Soon,OK,Supplier Y
2025-07-21,Warehouse C,Rice,150,Healthy,No Action Required,OK,Supplier Y
2025-07-21,Warehouse C,Flour,42,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-07-22,Hospital A,Paracetamol,45,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-07-22,Hospital A,Amoxicillin,33,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-07-22,Hospital A,Rice,22,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-07-22,Hospital A,Flour,76,Warning,Reorder Soon,OK,Supplier X
2025-07-22,Hospital B,Paracetamol,165,Healthy,No Action Required,OK,Supplier Y
2025-07-22,Hospital B,Amoxicillin,69,Warning,Reorder Soon,OK,Supplier X
2025-07-22,Hospital B,Rice,70,Warning,Reorder Soon,OK,Supplier Y
2025-07-22,Hospital B,Flour,19,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-07-22,Warehouse C,Paracetamol,63,Warning,Reorder Soon,OK,Supplier X
2025-07-22,Warehouse C,Amoxicillin,74,Warning,Reorder Soon,OK,Supplier Y
2025-07-22,Warehouse C,Rice,52,Warning,Reorder Soon,OK,Supplier Y
2025-07-22,Warehouse C,Flour,97,Warning,Reorder Soon,OK,Supplier X
2025-07-23,Hospital A,Paracetamol,112,Healthy,No Action Required,OK,Supplier X
2025-07-23,Hospital A,Amoxicillin,52,Warning,Reorder Soon,OK,Supplier X
2025-07-23,Hospital A,Rice,27,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-07-23,Hospital A,Flour,54,Warning,Reorder Soon,OK,Supplier X
2025-07-23,Hospital B,Paracetamol,6,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-07-23,Hospital B,Amoxicillin,123,Healthy,No Action Required,OK,Supplier Y
2025-07-23,Hospital B,Rice,94,Warning,Reorder Soon,OK,Supplier Y
2025-07-23,Hospital B,Flour,95,Warning,Reorder Soon,OK,Supplier X
2025-07-23,Warehouse C,Paracetamol,67,Warning,Reorder Soon,OK,Supplier Y
2025-07-23,Warehouse C,Amoxicillin,141,Healthy,No Action Required,OK,Supplier Y
2025-07-23,Warehouse C,Rice,47,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-07-23,Warehouse C,Flour,79,Warning,Reorder Soon,OK,Supplier X
2025-07-24,Hospital A,Paracetamol,11,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-07-24,Hospital A,Amoxicillin,28,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-07-24,Hospital A,Rice,49,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-07-24,Hospital A,Flour,81,Warning,Reorder Soon,OK,Supplier Y
2025-07-24,Hospital B,Paracetamol,198,Healthy,No Action Required,OK,Supplier X
2025-07-24,Hospital B,Amoxicillin,34,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-07-24,Hospital B,Rice,6,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-07-24,Hospital B,Flour,7,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-07-24,Warehouse C,Paracetamol,54,Warning,Reorder Soon,OK,Supplier Y
2025-07-24,Warehouse C,Amoxicillin,47,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-07-24,Warehouse C,Rice,57,Warning,Reorder Soon,OK,Supplier Y
2025-07-24,Warehouse C,Flour,157,Healthy,No Action Required,OK,Supplier X
2025-07-25,Hospital A,Paracetamol,120,Healthy,No Action Required,OK,Supplier Y
2025-07-25,Hospital A,Amoxicillin,154,Healthy,No Action Required,OK,Supplier X
2025-07-25,Hospital A,Rice,47,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-07-25,Hospital A,Flour,59,Warning,Reorder Soon,OK,Supplier Y
2025-07-25,Hospital B,Paracetamol,71,Warning,Reorder Soon,OK,Supplier Y
2025-07-25,Hospital B,Amoxicillin,3,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-07-25,Hospital B,Rice,73,Warning,Reorder Soon,OK,Supplier X
2025-07-25,Hospital B,Flour,121,Healthy,No Action Required,OK,Supplier X
2025-07-25,Warehouse C,Paracetamol,50,Warning,Reorder Soon,OK,Supplier Y
2025-07-25,Warehouse C,Amoxicillin,1,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-07-25,Warehouse C,Rice,70,Warning,Reorder Soon,OK,Supplier Y
2025-07-25,Warehouse C,Flour,57,Warning,Reorder Soon,OK,Supplier X
2025-07-26,Hospital A,Paracetamol,121,Healthy,No Action Required,OK,Supplier Y
2025-07-26,Hospital A,Amoxicillin,11,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-07-26,Hospital A,Rice,110,Healthy,No Action Required,OK,Supplier X
2025-07-26,Hospital A,Flour,29,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-07-26,Hospital B,Paracetamol,76,Warning,Reorder Soon,OK,Supplier Y
2025-07-26,Hospital B,Amoxicillin,90,Warning,Reorder Soon,OK,Supplier Y
2025-07-26,Hospital B,Rice,7,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-07-26,Hospital B,Flour,83,Warning,Reorder Soon,OK,Supplier X
2025-07-26,Warehouse C,Paracetamol,2,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-07-26,Warehouse C,Amoxicillin,94,Warning,Reorder Soon,OK,Supplier Y
2025-07-26,Warehouse C,Rice,97,Warning,Reorder Soon,OK,Supplier Y
2025-07-26,Warehouse C,Flour,110,Healthy,No Action Required,OK,Supplier X
2025-07-27,Hospital A,Paracetamol,48,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-07-27,Hospital A,Amoxicillin,75,Warning,Reorder Soon,OK,Supplier Y
2025-07-27,Hospital A,Rice,145,Healthy,No Action Required,OK,Supplier Y
2025-07-27,Hospital A,Flour,107,Healthy,No Action Required,OK,Supplier X
2025-07-27,Hospital B,Paracetamol,63,Warning,Reorder Soon,OK,Supplier Y
2025-07-27,Hospital B,Amoxicillin,13,Critical,Reorder Immediately,Low Stock Alert,Supplier X
2025-07-27,Hospital B,Rice,56,Warning,Reorder Soon,OK,Supplier Y
2025-07-27,Hospital B,Flour,164,Healthy,No Action Required,OK,Supplier Y
2025-07-27,Warehouse C,Paracetamol,1,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-07-27,Warehouse C,Amoxicillin,129,Healthy,No Action Required,OK,Supplier Y
2025-07-27,Warehouse C,Rice,2,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-07-27,Warehouse C,Flour,9,Critical,Reorder Immediately,Low Stock Alert,Supplier Y
2025-07-28,Hospital A,Paracetamol,210,Healthy,No Action Required,OK,Supplier X
